Date,Open,High,Low,Close,Adj Close,Volume
01/09/2003,763.22,765.64,759.36,764.11,764.11,370600
02/09/2003,768.43,768.91,763.34,766.5,766.5,493000
03/09/2003,770.87,771.78,763.35,766.32,766.32,425000
04/09/2003,768.1,769.98,763.87,764.15,764.15,407000
05/09/2003,766.43,768.9,759.81,761.55,761.55,376800
08/09/2003,759.49,761.91,756.01,760.25,760.25,343400
09/09/2003,763.36,775.88,763.36,767.46,767.46,408400
15/09/2003,764.68,767.27,753.61,753.61,753.61,411200
16/09/2003,751.95,764.12,751.53,763.63,763.63,479400
17/09/2003,771.61,772.35,764.46,766.59,766.59,469800
18/09/2003,768.39,769.28,756.73,758.18,758.18,411600
19/09/2003,766.23,767.05,745.16,748.25,748.25,443000
22/09/2003,741.54,741.68,714.75,714.89,714.89,426400
23/09/2003,713.67,719.71,702.31,718.84,718.84,475600
24/09/2003,721,725.49,715.86,724.7,724.7,419800
25/09/2003,707.58,714.56,699.83,713.52,713.52,412800
26/09/2003,704.01,711.5,697.13,697.4,697.4,431800
29/09/2003,697.26,698.77,688.07,696.06,696.06,380000
30/09/2003,701.75,709.16,697.52,697.52,697.52,461200
01/10/2003,690.47,704.29,688.62,704.29,704.29,434200
02/10/2003,716.27,718.36,708.03,715.24,715.24,451400
06/10/2003,723.47,726.77,719.33,723.13,723.13,393200
07/10/2003,725.21,727.37,722.38,727.09,727.09,402800
08/10/2003,731.12,731.45,721.29,722.76,722.76,316800
09/10/2003,723.13,736.16,722.94,736.16,736.16,603000
10/10/2003,735.25,759.6,735.25,757.89,757.89,445800
13/10/2003,754.5,764.33,747.02,757.02,757.02,453800
14/10/2003,763.62,772.29,762.96,766.52,766.52,529600
15/10/2003,771.38,773.13,759.86,764.23,764.23,462600
16/10/2003,759.12,776.97,758.07,776.97,776.97,519800
17/10/2003,776.99,783.08,767.75,767.75,767.75,519200
20/10/2003,766.33,777.97,765.13,776.44,776.44,473200
21/10/2003,780.56,785.02,772.91,779.89,779.89,448400
22/10/2003,780.54,784.14,773.3,779.28,779.28,486400
23/10/2003,764.36,768.31,750.16,754.14,754.14,428600
24/10/2003,752.31,759.55,743.38,748.17,748.17,362600
27/10/2003,752.82,761.61,750.5,761.61,761.61,412800
28/10/2003,760.8,782.31,759.56,775.36,775.36,491600
29/10/2003,787.61,793.35,779.66,779.66,779.66,568000
30/10/2003,784.78,787.82,778.42,785.94,785.94,471800
31/10/2003,787.95,789.46,775.38,782.36,782.36,484400
03/11/2003,783.08,793.53,778.04,791.96,791.96,434400
04/11/2003,800.42,802.66,790.99,796.06,796.06,606400
05/11/2003,796.36,806.79,794.58,805.51,805.51,604200
06/11/2003,809.92,811.97,790.04,790.04,790.04,610800
07/11/2003,796.58,804.05,789.97,804.05,804.05,469000
10/11/2003,800.98,802.32,788.65,796.56,796.56,537200
11/11/2003,788.34,790.11,782.03,787.77,787.77,504200
12/11/2003,788.91,798.33,786,796.31,796.31,509200
13/11/2003,805.79,813.11,803.93,813.11,813.11,510400
14/11/2003,809.94,818.34,807.67,809.89,809.89,597600
17/11/2003,803.48,803.95,790.14,794.47,794.47,504200
18/11/2003,794.24,801.2,787.6,800.97,800.97,642400
19/11/2003,785.28,785.28,769.43,771.7,771.7,717200
20/11/2003,775.19,778.1,763.67,769.45,769.45,605200
21/11/2003,764.12,777.96,762.36,770.78,770.78,625000
24/11/2003,765.82,769.6,752.14,753.65,753.65,578000
25/11/2003,768.1,770.28,761.98,768.11,768.11,526400
26/11/2003,769.76,783.8,769.3,782.65,782.65,532200
27/11/2003,783.13,784.86,776.4,781.68,781.68,502400
28/11/2003,783.17,797.07,783.17,796.18,796.18,597600
01/12/2003,796.36,811.49,790.8,807.39,807.39,585000
02/12/2003,813.49,813.95,806.3,807.78,807.78,532000
03/12/2003,807.17,816.02,801.08,808.34,808.34,440600
04/12/2003,805.1,809.68,800.31,805.13,805.13,494000
05/12/2003,802.71,802.86,789.41,789.41,789.41,426600
08/12/2003,780.23,791.77,777.08,784.8,784.8,340000
09/12/2003,790.52,793.13,784.6,787.35,787.35,398000
10/12/2003,774.53,794.64,774.04,794.64,794.64,454600
11/12/2003,797.12,805.81,791.13,791.13,791.13,424800
12/12/2003,806.42,810.68,801.33,806.08,806.08,423400
15/12/2003,821.62,824.26,814.73,822.16,822.16,404600
16/12/2003,807.32,817.56,804.17,810.79,810.79,462800
17/12/2003,816.98,817.39,799.82,800.09,800.09,479400
18/12/2003,803.6,808.94,797.46,807.5,807.5,493000
19/12/2003,814.89,817.5,809.17,811.2,811.2,480400
22/12/2003,809.57,815.55,804.53,804.54,804.54,345000
23/12/2003,809.9,812.75,801.62,801.88,801.88,406000
24/12/2003,808.41,808.58,792.37,792.55,792.55,503600
26/12/2003,791.39,794.78,786.11,788.85,788.85,414200
29/12/2003,779.24,792.44,779.24,792.44,792.44,282400
30/12/2003,802.5,811.89,800.15,810.71,810.71,385800
02/01/2004,816.26,821.87,813.63,821.26,821.26,307400
05/01/2004,817.28,825.43,816.55,824.1,824.1,408200
06/01/2004,831.26,831.26,819.53,823.43,823.43,484000
07/01/2004,826.08,831.07,825.23,827.07,827.07,404600
08/01/2004,831.1,839.28,824.15,824.15,824.15,428800
09/01/2004,835.42,849.5,835.05,845.27,845.27,543200
12/01/2004,843.96,853.5,840.11,850.79,850.79,444000
13/01/2004,855.42,855.45,844.82,848.43,848.43,400200
14/01/2004,847.27,855.29,844.55,849.62,849.62,453000
15/01/2004,849.02,852.19,841.84,845.66,845.66,388400
16/01/2004,853.67,854.46,845.4,847.95,847.95,425000
19/01/2004,854.96,859.34,851.34,856.8,856.8,404200
20/01/2004,854.03,864.26,853.05,861.37,861.37,364449900
26/01/2004,867.65,871.94,861.82,869.04,869.04,494000
27/01/2004,873.61,873.61,860.88,863.03,863.03,437800
28/01/2004,860.37,869.21,859.08,859.59,859.59,432800
29/01/2004,851.7,854.82,847.98,853.47,853.47,365400
30/01/2004,854.21,859.13,846.05,848.5,848.5,447400
02/02/2004,850.28,855.43,847.74,854.89,854.89,425200
03/02/2004,853.13,853.13,837.63,839.87,839.87,462000
04/02/2004,838.52,842.6,834.7,835.5,835.5,378600
05/02/2004,835.77,842.44,834.73,840.92,840.92,636000
06/02/2004,842.16,853.58,839.43,850.23,850.23,541600
09/02/2004,860.9,866.87,859.58,864.77,864.77,475200
10/02/2004,866.06,869.62,862.85,866.8,866.8,450000
11/02/2004,870.54,877.72,870.24,876.34,876.34,475400
12/02/2004,882.04,882.39,872.27,877.95,877.95,444200
13/02/2004,876.06,883.35,870.08,882.18,882.18,385400
16/02/2004,879.23,885.65,876.56,881.28,881.28,438000
17/02/2004,884.15,888.73,880.87,884.8,884.8,435800
18/02/2004,889.23,890.51,877.1,877.1,877.1,370600
19/02/2004,880.68,884.89,874.75,881.65,881.65,734800
20/02/2004,875.76,879.63,872.42,877.49,877.49,475400
23/02/2004,874.93,881.43,867.99,877.52,877.52,476200
24/02/2004,872.45,876.71,864.34,864.59,864.59,549400
25/02/2004,865.22,870.03,862.97,866.87,866.87,524600
26/02/2004,870.31,873.15,861.77,864.86,864.86,522800
27/02/2004,865.51,883.42,861.86,883.42,883.42,458600
02/03/2004,892.57,899.99,892.38,899.21,899.21,489000
03/03/2004,897.49,900.44,895.52,895.81,895.81,554800
04/03/2004,898.16,908.82,896.76,907.43,907.43,589000
05/03/2004,907.21,909.08,904.01,905.38,905.38,515800
08/03/2004,909.15,910.67,899.07,900.1,900.1,506600
09/03/2004,891.1,893.73,888.46,891.58,891.58,474400
10/03/2004,887.11,890.33,874.58,876.02,876.02,457400
11/03/2004,869.67,878.1,866.33,869.93,869.93,468800
12/03/2004,866.72,867.35,822.05,848.8,848.8,655600
15/03/2004,855.84,857.96,848.23,852.26,852.26,383600
16/03/2004,843.83,850.15,838.11,850.13,850.13,440200
17/03/2004,858.15,872.78,857.29,872.38,872.38,524400
18/03/2004,879.22,879.56,869.09,872.82,872.82,488400
19/03/2004,874.57,883.33,868.97,883.33,883.33,425000
22/03/2004,878.62,881,862.63,863.69,863.69,371600
23/03/2004,854.92,868.99,849.76,866.17,866.17,383800
24/03/2004,860.39,867.15,856.54,861.72,861.72,311000
25/03/2004,862.3,868.78,849.56,853.38,853.38,357200
26/03/2004,866.29,873.01,861.63,863.95,863.95,304000
29/03/2004,868.1,878.37,867.21,874.67,874.67,335600
30/03/2004,879.41,879.41,870.86,873.46,873.46,287800
31/03/2004,881.75,883.88,868.41,880.5,880.5,327600
01/04/2004,878.78,883.23,875.09,882.75,882.75,294600
02/04/2004,886.09,889.6,882.82,883.69,883.69,541800
06/04/2004,899.43,906.43,898,906.19,906.19,491600
07/04/2004,906.78,915.13,903.24,909.93,909.93,528200
08/04/2004,913.52,916.86,908.07,916.86,916.86,431800
09/04/2004,910.48,910.48,901.24,905.44,905.44,352200
12/04/2004,905.44,926.07,905.44,918.86,918.86,366200
13/04/2004,925.19,927.67,916.2,917.63,917.63,469000
14/04/2004,909.95,919.38,907.36,916.31,916.31,407157000
16/04/2004,903.84,908.72,897.73,898.88,898.88,391800
19/04/2004,900.48,902.1,891.27,902.1,902.1,476200
20/04/2004,909.91,919.13,902.47,918.9,918.9,456800
21/04/2004,910.68,931.21,910.68,929.95,929.95,554000
22/04/2004,931.09,933.84,921.97,924.01,924.01,519800
23/04/2004,938.25,939.52,929.8,936.06,936.06,480400
26/04/2004,935.01,935.28,919.27,919.74,919.74,388000
27/04/2004,918.82,921.42,911.56,915.47,915.47,435400
28/04/2004,917.32,919.86,901.82,901.83,901.83,373400
29/04/2004,890.61,896.45,872.63,875.41,875.41,442800
30/04/2004,867.99,875.51,854.39,862.84,862.84,378800
03/05/2004,863.03,867.25,856.84,866.11,866.11,331800
04/05/2004,871.57,876.3,865.68,867.48,867.48,376800
06/05/2004,864.52,865.1,836.15,837.68,837.68,359600
07/05/2004,837.73,843.01,819.61,838.74,838.74,372000
10/05/2004,831.1,831.37,771.31,790.68,790.68,403000
11/05/2004,789.54,802.29,776.72,791.02,791.02,363000
12/05/2004,802.88,820.72,801.28,817.09,817.09,387200
13/05/2004,815.28,816.26,790.13,790.13,790.13,395000
14/05/2004,798.8,802.32,759.65,768.46,768.46,372400
17/05/2004,766.56,774.39,723.51,728.98,728.98,371600
18/05/2004,724.68,748.26,716.95,741.99,741.99,383600
19/05/2004,752.5,784.14,751.59,777.95,777.95,379600
20/05/2004,766.04,782.92,757.49,767.79,767.79,357400
21/05/2004,780.99,786.36,768.63,786.36,786.36,324200
24/05/2004,795.99,802.04,790.73,799.64,799.64,302800
25/05/2004,791.38,791.67,776.71,784.06,784.06,331800
27/05/2004,802.4,810.69,797.11,802.46,802.46,293000
28/05/2004,811.54,816.64,805.21,816.51,816.51,357800
31/05/2004,811.46,811.59,793.77,803.84,803.84,288400
01/06/2004,807.55,817,804.31,815.77,815.77,315800
02/06/2004,808.84,811.59,797.68,804.39,804.39,263400
03/06/2004,810.98,812.54,770.06,770.06,770.06,465600
04/06/2004,772.94,781.96,764.93,780.74,780.74,421800
07/06/2004,788.41,809.51,788.41,809.45,809.45,390600
08/06/2004,817.11,820.87,804.43,809.31,809.31,356000
09/06/2004,816.93,820.68,794.1,794.53,794.53,603600
10/06/2004,785.83,794.16,776.61,782.3,782.3,444600
11/06/2004,780.16,780.41,748.34,751.53,751.53,458800
14/06/2004,744.25,761.29,737.65,738.79,738.79,378000
15/06/2004,747.54,752.54,729.06,752.1,752.1,481800
16/06/2004,756.33,769.66,746.48,752.34,752.34,369800
17/06/2004,756.92,760.1,742.47,760.09,760.09,361000
18/06/2004,751.69,754.05,732.89,741.73,741.73,379800
21/06/2004,745.22,758.58,743.69,749.3,749.3,376000
22/06/2004,744.86,749.26,732.79,746.48,746.48,327200
23/06/2004,753.28,755.88,737.23,738.93,738.93,368600
24/06/2004,752.64,763.42,747.51,763.13,763.13,373200
25/06/2004,763.02,780,760.57,779.03,779.03,305400
28/06/2004,777.85,780.31,764.29,770.95,770.95,279400
29/06/2004,766.82,780.57,763.34,778.72,778.72,295000
30/06/2004,783.24,787.6,777.73,785.79,785.79,400200
01/07/2004,784.85,792.77,776.35,778.03,778.03,315000
02/07/2004,764.38,764.54,754.26,755.42,755.42,431800
05/07/2004,754.16,758.72,744.39,756.72,756.72,401000
06/07/2004,753.14,763.93,751.26,758.47,758.47,400200
07/07/2004,742.21,761.93,735.72,761.88,761.88,395000
08/07/2004,753.68,759.71,743.64,743.64,743.64,346200
09/07/2004,745.09,751.92,741.26,747.46,747.46,309400
12/07/2004,752.71,757.9,740.98,746.27,746.27,334200
13/07/2004,753.03,753.21,740.16,750.95,750.95,397600
14/07/2004,745.43,751.6,734.85,736.57,736.57,331200
15/07/2004,735.85,739.07,720.92,732.74,732.74,369200
16/07/2004,728.37,741.41,717.77,739.39,739.39,348200
19/07/2004,730.58,750.4,729.57,750.4,750.4,267800
20/07/2004,742.24,745.41,737,737,737,335000
21/07/2004,750.59,756.44,747.89,753.32,753.32,422800
22/07/2004,738.98,744.5,733.41,742.63,742.63,435200
23/07/2004,742.51,743.65,733.74,737.51,737.51,337000
26/07/2004,730.15,739.56,729.8,736.21,736.21,308000
27/07/2004,735.22,739.6,726.71,738.51,738.51,369000
28/07/2004,747.02,748.82,740.19,744.42,744.42,420800
29/07/2004,742.58,742.58,730.47,730.61,730.61,326200
30/07/2004,737.92,741.32,734.15,735.34,735.34,288600
02/08/2004,730.61,730.64,719.59,719.59,719.59,282200
03/08/2004,726.88,728.13,722.46,726.44,726.44,301600
04/08/2004,719.61,729.41,713.99,729.41,729.41,283800
05/08/2004,730.64,743.37,726.87,743.35,743.35,394200
06/08/2004,733.76,745.05,733.24,733.95,733.95,312600
09/08/2004,728.66,742.61,724.5,742.13,742.13,274600
10/08/2004,738.92,748.63,738.36,748.62,748.62,338000
11/08/2004,752.6,758.61,751.26,753.06,753.06,378400
12/08/2004,755.43,767.03,753.67,766.7,766.7,321800
13/08/2004,762.81,777.84,761.61,776.02,776.02,372600
16/08/2004,774.29,777.96,767.26,773.85,773.85,307800
17/08/2004,782.59,783.48,768.76,771.03,771.03,302600
18/08/2004,772.84,776.15,768.94,773.19,773.19,332400
19/08/2004,780.26,789.78,780.26,788.53,788.53,383400
20/08/2004,785.82,789.23,783.06,787.64,787.64,295800
23/08/2004,792.5,796.84,783.5,787.65,787.65,255400
24/08/2004,791.38,793.5,781.46,792.34,792.34,267200
25/08/2004,791,804.83,790.17,803.97,803.97,262600
26/08/2004,808.11,813.77,808.11,810.21,810.21,285600
27/08/2004,812.65,814.05,806.75,810.3,810.3,307400
30/08/2004,811.55,815.05,802.75,805.19,805.19,333600
31/08/2004,800.62,805.26,797.62,803.57,803.57,346400
01/09/2004,803.51,817.37,801.58,817.36,817.36,345000
02/09/2004,818.69,823.83,815.74,823.83,823.83,394200
03/09/2004,826,826.26,814.09,820.69,820.69,398400
06/09/2004,823.64,824.98,817.18,824.21,824.21,357200
07/09/2004,822.29,824.96,817.68,818.8,818.8,436800
08/09/2004,820.18,828.38,815.33,815.85,815.85,391400
09/09/2004,815.65,823.19,809.03,821.88,821.88,452800
10/09/2004,826.06,837.37,816.64,836.34,836.34,354400
13/09/2004,842.15,852.06,841.41,851.91,851.91,397000
14/09/2004,857.74,859.93,848.08,851.42,851.42,439600
15/09/2004,851.52,856.39,848.79,850.63,850.63,429000
16/09/2004,846.08,863.12,844.06,855.38,855.38,435000
17/09/2004,854.35,859.57,846.08,848.11,848.11,317200
20/09/2004,849.46,862.98,849.45,856.87,856.87,332200
21/09/2004,859.2,861.31,854.1,857.15,857.15,358400
22/09/2004,861.8,863.19,835.1,835.1,835.1,362600
23/09/2004,829.32,834,824.85,829.68,829.68,378800
24/09/2004,828.78,836.38,823.05,832.1,832.1,335400
30/09/2004,829.93,836.54,827.17,835.09,835.09,290800
01/10/2004,835.5,846.01,834.75,846.01,846.01,296400
04/10/2004,859.12,880.84,858.92,880.84,880.84,358600
05/10/2004,882.5,887.61,876.56,884.84,884.84,368800
06/10/2004,885.94,896.24,879.58,887.45,887.45,391200
07/10/2004,887.39,891.25,878.8,885.33,885.33,344400
08/10/2004,877.89,892.12,877.34,881.38,881.38,458800
11/10/2004,876.56,882.05,873.16,881.11,881.11,370200
12/10/2004,878.25,878.56,856.67,858.09,858.09,373000
13/10/2004,863.26,866.07,852.65,856.18,856.18,319000
14/10/2004,849.09,852.56,839.87,846.63,846.63,267600
15/10/2004,837.96,849.92,833.45,841.94,841.94,288600
18/10/2004,845,851.97,840.6,848.27,848.27,296200
19/10/2004,860.87,863.75,851.92,855.77,855.77,322600
20/10/2004,851.42,851.43,827.68,828.61,828.61,385400
21/10/2004,830.24,831.05,814.64,820.63,820.63,325400
22/10/2004,824.12,832.1,822.2,828.17,828.17,272400
25/10/2004,816.11,816.54,801.01,808.14,808.14,274800
26/10/2004,812.18,817,809.79,813.7,813.7,260600
27/10/2004,820.73,822.3,803.72,809.91,809.91,303400
28/10/2004,825.85,833.54,821.54,833.54,833.54,280800
29/10/2004,826.89,835.26,823.07,834.84,834.84,248600
01/11/2004,832.52,842.16,831.32,835.66,835.66,221400
02/11/2004,839.59,849.71,838.39,846.67,846.67,272200
03/11/2004,848.83,861.16,844.27,861.05,861.05,255600
04/11/2004,860.19,860.19,851.2,851.2,851.2,267200
05/11/2004,862.44,865.38,857.74,860.68,860.68,277600
08/11/2004,865.65,865.94,845.79,846.11,846.11,269200
09/11/2004,845.49,850.13,840.24,844.15,844.15,342600
10/11/2004,847.53,860.54,847.53,860.54,860.54,291800
11/11/2004,856.66,867.25,855.51,861.26,861.26,290800
12/11/2004,875.48,882.59,870.99,876.67,876.67,298800
15/11/2004,879.88,891.71,876.7,882.33,882.33,266400
16/11/2004,882.97,885.55,875.78,876.61,876.61,300200
17/11/2004,881.26,889.71,876.75,885.42,885.42,279000
18/11/2004,886.38,888.07,874.96,875.84,875.84,345200
19/11/2004,878.59,882.12,863.52,867.03,867.03,360800
22/11/2004,857.33,858.46,844.11,849.99,849.99,247600
23/11/2004,857.51,862.43,851.18,860.4,860.4,285400
24/11/2004,859.5,873.73,855.35,872.56,872.56,317800
25/11/2004,873.87,879.92,871.12,872.49,872.49,257800
26/11/2004,877.82,883.85,856.89,858.12,858.12,310200
29/11/2004,861.17,867.37,855.81,865.4,865.4,315800
30/11/2004,865.78,878.06,857.85,878.06,878.06,333200
01/12/2004,874.47,878.91,871.13,876.8,876.8,316600
02/12/2004,891.14,893.51,882.58,884.1,884.1,335600
03/12/2004,890.59,893.42,877.46,882.55,882.55,331000
06/12/2004,875.53,876.38,867.7,870.75,870.75,280800
07/12/2004,867.83,872.39,861.07,861.07,861.07,336200
08/12/2004,855.53,871.74,855.07,871.74,871.74,346200
09/12/2004,870.61,871.87,855.88,861.31,861.31,268400
10/12/2004,862.16,862.77,841.77,844.85,844.85,259800
13/12/2004,841.34,847.92,838.1,844.2,844.2,239800
14/12/2004,846.02,852.26,842.7,849.4,849.4,277200
15/12/2004,854.99,868.87,853.64,868.84,868.84,311200
16/12/2004,869.92,878.67,868.9,873.7,873.7,325600
17/12/2004,874.23,880.95,868.61,875.13,875.13,446400
20/12/2004,872.3,884.49,870.6,884.31,884.31,359800
21/12/2004,882.9,887.38,876.35,882.82,882.82,350600
22/12/2004,888.2,890.81,880.38,883.38,883.38,325400
23/12/2004,890.32,890.32,873.11,876.88,876.88,272200
24/12/2004,877.4,879.92,872.92,879.92,879.92,283200
27/12/2004,881.82,882.78,873.84,876.98,876.98,229800
28/12/2004,874.53,881.28,872.33,878.43,878.43,307600
29/12/2004,869.23,884.27,868.04,884.27,884.27,258000
30/12/2004,886.2,896.1,885.43,895.92,895.92,248600
03/01/2005,896,897.59,890.93,893.71,893.71,252600
04/01/2005,890.56,895.4,884.94,886.9,886.9,331600
05/01/2005,874.92,885.2,873.18,885.19,885.19,343200
06/01/2005,878.23,886.31,871.28,871.28,871.28,394600
07/01/2005,876.36,878.89,866.72,870.84,870.84,294800
10/01/2005,872.82,875,866.17,874.18,874.18,276000
11/01/2005,874.79,884.29,869.91,884.29,884.29,364400
12/01/2005,884.47,886.79,878.03,880.03,880.03,321600
13/01/2005,881.39,886.73,876.72,885.54,885.54,290600
14/01/2005,879.83,905.52,877.44,905.1,905.1,356800
17/01/2005,915.22,925.01,912.68,923.08,923.08,416600
18/01/2005,923.52,926.85,920.08,920.57,920.57,432800
19/01/2005,923.36,926.71,914.3,916.27,916.27,415600
20/01/2005,910.4,914.93,907.51,909.37,909.37,467000
21/01/2005,910.04,920.35,906.23,919.61,919.61,463400
24/01/2005,918.21,928.52,911.75,923.11,923.11,527600
25/01/2005,915.94,918.08,911.26,915.1,915.1,486400
26/01/2005,918.75,930.2,917.09,927,927,492400
27/01/2005,928.67,930.59,920.93,924.87,924.87,500400
28/01/2005,924.09,924.91,915.74,921.59,921.59,393200
31/01/2005,920.99,934.1,920.99,932.7,932.7,466800
01/02/2005,930.16,931.86,923.08,923.69,923.69,434600
02/02/2005,925.98,926.54,918.44,921.44,921.44,453600
03/02/2005,922.43,930.73,921.04,928.79,928.79,398200
04/02/2005,928.21,936.45,926.1,933.55,933.55,385600
07/02/2005,942.15,949.45,941.14,949.19,949.19,421400
11/02/2005,944.28,947.94,936.17,947.23,947.23,382000
14/02/2005,957.22,967.8,954.36,964.79,964.79,537000
15/02/2005,965.74,968.88,961.07,968.88,968.88,548000
16/02/2005,973.61,979,965.58,971.56,971.56,557200
17/02/2005,972.9,974.77,968.53,972.56,972.56,511800
18/02/2005,969.13,984.1,967.04,984.1,984.1,543600
21/02/2005,992.46,992.46,982.96,988.71,988.71,629000
22/02/2005,988.63,990.62,975.57,977.8,977.8,631000
23/02/2005,968.16,971.71,963.9,968.43,968.43,483600
24/02/2005,972.95,989.27,971.54,987.1,987.1,581400
25/02/2005,994.01,1000.26,990.2,996.95,996.95,531400
28/02/2005,1003.65,1011.65,999.1,1011.36,1011.36,534200
02/03/2005,1015.16,1015.51,1003.11,1007.48,1007.48,721200
03/03/2005,1008.22,1015.28,999.86,1010.92,1010.92,615800
04/03/2005,1013.79,1016.18,1007.68,1012.96,1012.96,587200
07/03/2005,1021.63,1025.08,998.89,1007.5,1007.5,599400
08/03/2005,1010.62,1012.4,995.92,1000.28,1000.28,588600
09/03/2005,996.86,1008.79,990.44,1008.79,1008.79,532600
10/03/2005,1007.21,1012.81,998.66,998.66,998.66,591400
11/03/2005,1006.5,1022.79,1006.5,1022.79,1022.79,699400
14/03/2005,1018.33,1021.3,1015.17,1019.69,1019.69,550400
15/03/2005,1024.08,1024.34,992.46,993.13,993.13,741400
16/03/2005,990.54,997.57,982.22,993.13,993.13,669600
17/03/2005,983.52,988.37,972.9,980.05,980.05,745000
18/03/2005,981.13,988.37,977.29,979.72,979.72,664800
21/03/2005,979.31,986.88,968.95,979.27,979.27,530800
22/03/2005,978.09,986.15,972.94,980.41,980.41,520600
23/03/2005,974.22,980.65,964.08,966.81,966.81,519600
24/03/2005,970.29,972.85,949.98,956.33,956.33,542400
25/03/2005,960.65,965.42,956.45,965.3,965.3,594200
28/03/2005,969.48,981.54,969.48,977.7,977.7,608000
29/03/2005,977.98,978.47,956.34,958.96,958.96,524600
30/03/2005,952.4,957.08,946.41,955.45,955.45,443000
31/03/2005,969.85,970.38,961.54,965.68,965.68,435200
01/04/2005,963.78,982.49,963.57,981.9,981.9,480800
04/04/2005,981,984.09,976.28,982.5,982.5,458800
06/04/2005,985.65,990.34,975.28,988,988,473800
07/04/2005,991.36,993.03,985.87,988.9,988.9,571400
08/04/2005,995.87,996.9,989.56,992.17,992.17,489800
11/04/2005,988.21,988.5,981.74,985.94,985.94,411800
12/04/2005,982.44,985.99,979.73,981.79,981.79,477400
13/04/2005,985.82,986.82,979.31,981.31,981.31,438000
14/04/2005,973.4,973.86,953.92,953.92,953.92,419600
15/04/2005,954.61,955.38,940.04,947.22,947.22,378200
18/04/2005,930.85,934.37,917.41,925,925,367600
19/04/2005,931.6,936.7,928.77,932.45,932.45,360800
20/04/2005,940.36,948.73,930.06,937.36,937.36,410600
21/04/2005,925.17,941.63,916.74,939.14,939.14,443400
22/04/2005,952.8,952.96,940.78,940.79,940.79,438200
25/04/2005,936.25,946.87,932.76,946.17,946.17,387400
26/04/2005,947.31,949.33,944.3,944.46,944.46,430000
27/04/2005,936.34,936.37,924.44,930.16,930.16,398200
28/04/2005,931.34,931.96,917.71,917.73,917.73,369800
29/04/2005,907.63,914.25,902.88,911.3,911.3,335600
02/05/2005,916.48,918.45,912.43,918.42,918.42,299000
03/05/2005,920.94,923.53,911.14,913.82,913.82,373000
04/05/2005,916.29,931.19,916.29,929.35,929.35,330800
06/05/2005,933.38,942.67,933.24,940.85,940.85,314600
09/05/2005,942.01,942.32,926.48,935.2,935.2,362600
10/05/2005,939.18,941.45,933.56,934.28,934.28,347600
11/05/2005,927.31,928.43,921.01,923.38,923.38,268600
12/05/2005,923.26,928.87,921.21,921.21,921.21,307800
13/05/2005,918.77,925.08,910.72,923.19,923.19,295600
16/05/2005,925.41,935.53,925.05,929.04,929.04,405600
17/05/2005,938.27,940.8,921.77,927.16,927.16,288200
18/05/2005,935.18,937,926.97,930.36,930.36,333400
19/05/2005,941.31,952.74,941.31,952.09,952.09,366600
20/05/2005,954.66,956.06,948.38,952.19,952.19,341200
23/05/2005,955.05,955.05,946.8,951.05,951.05,315800
24/05/2005,954.92,955.71,947.59,951.61,951.61,321200
25/05/2005,951.37,955.74,939.65,941.3,941.3,279800
26/05/2005,940.71,943.94,938.88,943.91,943.91,264600
27/05/2005,953.8,962.9,950.74,960.91,960.91,303200
30/05/2005,962.25,969.04,959.98,969.04,969.04,299400
31/05/2005,968.78,972.17,960.39,970.21,970.21,252400
01/06/2005,964.08,972.56,963.78,969.51,969.51,256600
02/06/2005,976.97,979.36,970.88,970.88,970.88,312400
03/06/2005,972.72,976.09,970.01,976.09,976.09,323000
07/06/2005,975.39,975.39,968.28,970.88,970.88,317600
08/06/2005,968.44,977.55,968.36,976.22,976.22,340400
09/06/2005,972.75,987.58,970.97,987.58,987.58,453800
10/06/2005,987.02,994.9,983.76,990.79,990.79,517800
13/06/2005,993.14,999.36,989.76,990.49,990.49,405800
14/06/2005,989.65,994.07,982.59,983.75,983.75,345800
15/06/2005,984.58,1001.94,981.95,1001.94,1001.94,402800
16/06/2005,1000.71,1006.32,999.53,1003.14,1003.14,475000
17/06/2005,1006.65,1007.2,997.44,1003.68,1003.68,451200
20/06/2005,1003.8,1004.21,991.47,994.65,994.65,367200
21/06/2005,992.25,997.8,986.61,989.99,989.99,408200
22/06/2005,988.46,1003.34,986.64,1002.15,1002.15,534800
23/06/2005,1002.24,1010.91,1001.13,1010.8,1010.8,449200
24/06/2005,1001.62,1007.95,995.55,1002.43,1002.43,406200
27/06/2005,996.73,997.71,985.93,991.11,991.11,401800
28/06/2005,989.54,995.45,987.78,994.74,994.74,430600
29/06/2005,1000.27,1006.19,994.29,999.08,999.08,408200
30/06/2005,997.59,1009.96,997.59,1008.16,1008.16,507000
01/07/2005,1003.56,1018.04,1002.38,1018.02,1018.02,494800
04/07/2005,1022.67,1024.05,1018.54,1021.71,1021.71,552800
05/07/2005,1023.32,1025.25,1017.27,1018.81,1018.81,568800
06/07/2005,1023.77,1025.24,1015.94,1019.01,1019.01,688000
07/07/2005,1015.76,1029.2,1014.86,1026.82,1026.82,677400
08/07/2005,1027.09,1029.37,1020.45,1021.95,1021.95,614200
11/07/2005,1034.59,1043.18,1033.28,1040.43,1040.43,770600
12/07/2005,1048.44,1051.28,1042.67,1043.88,1043.88,781400
13/07/2005,1047.53,1050.78,1042.19,1050.16,1050.16,744600
14/07/2005,1056,1064.92,1052.52,1061.93,1061.93,599000
